술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식,술 생산 지역
과실주,한스오차드 사과와인,11%,사과,옅은 레몬색을 띄고 있으며 은은한 사과향을 간직하고 있다. 입안에서는 상큼한 당도와 함께 사과의 풍미가 느껴지는 제품이다. 전통 황토옹기에서 7년을 숙성하여 맛이 깊고 아이스와인 스타일이라 달콤한 맛이 특징이다.,사과 본연의 맛이 좋아 식전 또는 식후에 한잔 곁들이면 좋다. 단맛이 있어 식중주보다는 치즈 및 과일 안주하고 잘 어울린다.,경북 의성군 단촌면 일직점곡로 755
과실주,추사 로제,12%,사과,사과의 표면만 아니라 속까지 빨간색을 띄는 레드러브(Red Love)품종으로 만들어진 와인으로 일반적인 사과와인이 맑고 꿀물 같은 황금빛 인데 비해 속 빨간 사과를 이용하여 양조를 했기 때문에 장미색을 띄어 로제와인이라 지칭안다. 연한 핑크 빛의 술로 사과를 입에 넣고 깨물어 나온 즙의 느낌을 그대로 느낄 수 있다. 입 안에서는 연한 단맛과 신맛이 조화롭고 살짝 느껴지는 쓴맛이 과실주의 맛을 더욱 좋게 만들어 준다.,"목 넘김이 부드럽고 마시고 난 후에는 매우 시원하고 산뜻한 느낌을 준다. 사과가 들어간 파이, 과실 샐러드 등과 함께하면 좋다.",충남 예산군 고덕면 대몽로 107-25
과실주,레드 와인 500,12%,친환경 거봉 포도,와이너리에서 자가 생산한 MBA(머루포도)를 11월 초 서리가 내릴 때 높은 당도의 포도를 수확하여 당을 첨가하지 않고 발효한 와인이다. 25도의 고온에서 발효되며 2차 젖산 발효를 거치면서 풍부한 아로마틱 향이 생성되고 1년의 오크숙성으로 깊은 오크향이 우러나와 부드럽고 과일향이 풍부하다.,"돼지갈비, 갈비찜, 약간 스파이시한 한식이 잘 어울린다.",경북 영천시 고경면 고도리 494-3
과실주,복분자음,12%,"복분자(국내산), 정제수",복분자음은 고창의 대표농산물인 복분자로 만든 복분자주다. 복분자의 많은 기능성 성분을 함유하고 있을 뿐만 아니라 복분자 특유의 맛과 향을 간직하고 있다. 복분자 생산에 알맞은 천혜의 환경으로 유명한 고창 선운산 복분자로 빚은 복분자음은 신선한 복분자만을 100% 사용하여 타제품에 비해 복분자 함량이 월등히 높아 진한 과실의 맛을 느낄 수 있는 제품이다.,"생선요리, 전과 페어링하기 좋다.",경기도 포천시 화현면 화현리 512
과실주,빙탄복,7%,복분자,"빙탄복은 저온 숙성 탄산 복분자술이다. 시원하게 복을 삼킨다는 의미를 담고 있는 빙탄복은 자연 발효로 빚은 복분자술을 저온 장기 숙성하고 탄산을 가미해 상큼하고 시원한 맛은 물론, 복분자 특유의 깊은 맛을 느낄 수 있다. 패키지에는 빨대를 부착해 마시는 재미를 부각시켰다.","장어구이, 치즈와 어울린다.",경기도 포천시 화현면 화현리 512
과실주,감악산 산머루주,12%,"머루원액 78.5%(경기 파주), 주정(국내산, 수입산)","머루는 쌍떡잎식물 갈매나무목 포도과에 속하는 덩굴식물로 우리나라, 일본, 중국 등지에 분포한다. 감악산 산머루주는 감악산 주변 농가에서 무공해로 재배한 친환경 머루만을 사용하는 과실주다. 9월 경 잘 익은 머루를 수확해 줄기와 병든 머루 등 불순물을 제거한 뒤 착즙기를 이용해 제조힌다. 감악산 머루주는 친환경 재배 기술을 사용하는 데다 전통비법으로 만든 질그릇 항아리에 100% 머루만으로 술을 빚는다. 단맛은 거의 없고 시큼하면서도 머루의 무거운 향이 입안에 오래 남는다.","갈비, 불고기와 곁들이면 입맛도 돋우고 느끼함도 해소해 준다.",경기 파주시 적성면 객현리 67-1
과실주,고도리 레드와인 스위트,12%,MBA 머루포도(영천),고도리 레드와인 스위트는 농산물우수관리(GAP)인증 100% 친환경 MBA 머루포도로 만들어진다. 포도의 당도가 가장 높은 11월 초 서리가 내리기 시작하면 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인이다. 영천에서 자란 MBA 머루포도를 25도의 고온에서 발효시켜 2차로 젖산 발효과정을 거친다. 풍부한 아로마틱 향이 풍부하고 1년의 오크통 숙성으로 깊은 오크향과 과실향이 어우러진 와인이다.,"육회, 수육, 불고기과 페어링하기 좋다.",경북 영천시 고경면 고도리 494-3
과실주,고도리 화이트와인 드라이,10.5%,거봉포도(영천),"고도리 화이트와인 드라이는 농산물우수관리(GAP)인증 100% 친환경 거봉포도로 만들어진다. 포도의 당도가 가장 높은 10월 말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인으로 풍부한 산미와 달콤한 과일향을 발산한다. 저온에서 6개월 이상 2차 숙성을 거쳐 주석산을 제거하고 젖산 발효시켜 아로마틱한 부케향이 풍부하고 식빵향, 레몬향, 풀잎향을 맡을 수 있다.  깔끔하고 감미롭고 여운이 길게 남는다는 평가를 받으며 국내 최고의 와인으로 꼽히고 있다.",광어나 우럭 등 기름기가 적은 생선회와 페어링하기 좋다.,경북 영천시 고경면 고도리 494-3
과실주,고도리 복숭아와인,6.5%,복숭아(경북 영천),"복숭아의 당도가 가장 높은 8월 말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인이다. 또한, 고도리 북숭아와인은 맑고 투명한 색에 은은한 복숭아 향이 풍겨 나오는 매력적인 와인으로 영천시에서 생산한 과실로 만든 또 하나의 역작이다.","신선하면서도 잘 익은 복숭아, 살구 향이 지배적이며 은은하게 아카시아 향도 느낄 수 있다. 말린 과일(망고), 과일을 이용한 디저트, 향이 강한 치즈류 등과 잘 어울린다.",경북 영천시 고경면 고도리 494-3
과실주,뱅꼬레 아이스와인,12%,양조용포도(영천),"뱅꼬레 아이스와인은 짙은 황금빛을 띄며 신선한 아로마 향이 가득한 디저트와인이다. 벌꿀과 과일 향이 발산하는 감미로운 달콤함으로 술을 마시는 것도 잊게 만드는 로맨틱한 와인이다. 아이스와인은 캐나다, 독일 등 몇 나라에서만 생산되는 달콤한 디저트 와인으로 동결된 포도로 제조한 농도가 짙다.",와인 맛 본연의 맛을 느끼기 위해 가벼운 샐러드와의 매칭을 추천한다.,경상북도 영천시 금호읍 원기리 414-2
과실주,뱅꼬레 로제와인,11.5%,양조용포도(영천),"뱅꼬레 로제와인은 노을을 연상시키는 분홍빛을 띄고 있으며 사과, 자두, 복숭아의 복합적인 과일향과 적당한 달콤새콤함이 조화로운 미디엄 바디 와인이다. 적당한 당도와 산도로 35년간 한국와인을 연구하고 생산해온 한국와인의 선구자 하형태 대표의 역작이다.",신선한 샐러드와 잘 어울리며 쌈 요리 등 한국 고유의 음식과도 잘 어울린다.,경상북도 영천시 금호읍 원기리 414-2
과실주,뱅꼬레 레드와인,12%,양조용포도(영천),"뱅꼬레 레드와인은 과일의 복합적인 아로마가 풍부한 짙은 루비색의 와인이다. 알싸한 산미와 부드럽고 감미로운 과실향이 어우러져 은은한 여운을 남기는 와인이다. 옅은 당도와 적당한 탄닌은 오랫동안 그 향과 맛을 기억하게 한다. 육류와 잘 어울리며, 불고기, 떡갈비 등 한국 고유의 음식과도 잘 어울린다.","불고기, 수육, 어복쟁반과 페어링하기 좋다.",경상북도 영천시 금호읍 원기리 414-2
과실주,두레앙와인,12%,거봉포도,와인의 떫은 맛을 내는 타닌 성분이 강하지 않고 특유의 감칠맛이 뛰어나 와인 입문자와 식전주로 제격인 와인이다. 와인 제조에 사용하는 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도이다.,"육류, 치즈와 페어링하기 좋다.",충청남도 천안시 서북구 입장면 율목길 17-6
과실주,부안참뽕와인,13%,"정제수, 오디(국내산), 주정, 과당",오디를 발효숙성한 한국 스위트 와인입니다. 6월에 수확한 오디만을 사용해 6개월 동안 숙성시켜 생산합니다. 오디에는 혈당강화성분과 고혈압억제물질이 함유되어 있습니다. 저온 숙성으로 부드러움을 극대화하였으며 달달하고 깔끔한 맛에 부드러운 목 넘김이 느껴진다.,"스테이크, 생선회와 어울린다.",전북 부안군 행안면 부안농공단지길 14-11
과실주,무주구천동산머루주,16%,머루,덕유산의 청정지역에서 생산되는 머루로 만든 산머루주는 머루의 신맛을 저하시키고 당도는 살려 달콤하고 매혹적인 머루주의 향을 느낄 수 있다. 시원하게 드시면 산머루주의 맛이 더욱 좋다.,육류로 만든 음식과 어울린다.,경기 파주시 적성면 객현리 67-1
과실주,무주구천동머루와인,12%,머루,22년에 역사와 고향의 혼이 담긴 구천동머루와인은 무주에서 생산되는 머루로 만든 품질이 격상된 과실주다. 전통방식으로 숙성시켜 만든 구천동 머루와인은 알코올 도수가 낮아 부드럽게 취하고 뒤끝이 깨끗하여 여성들도 먹기에 편하며 정다운 대화가 필요한 곳이나 선물용으로 적합한 전통 와인이다.,육류로 만든 음식과 페어링하기 좋다.,전북 무주군 안성면 장무로 1375-7
과실주,천매,30%,매실,천연꿀을 첨가하여 숙취 해소에 도움이 되어 음주 후 머리가 아프지 않은 것이 특징이다. 천매는 황매실 100%로 5년 이상 숙성 시켜 매실청과 알코올 40도의 황매실주를 브랜딩하여 만든 매실주의 최상급 제품이다. 진한 담황색의 술로 진한 알코올향에 매실향이 함께 올라온다. 천매는 매실원주 15%보다 좀 더 단맛과 신맛이 강하고 매실맛이 더 잘 느낄 수 있다.,처음 단맛이 기분좋게 느껴지고 그 뒤로 매실의 산미가 느껴지기 시작해 술 맛을 마무리 한다. 기름진 중국음식과 잘 어울린다.,서울시 은평구 증산로7길 28-13
과실주,그랑꼬또 M56,12%,포도,"그랑꼬또 M56은 포도 껍질을 같이 넣고 발효시키다가 어느 정도 우러나면 껍질을 제거하고 과육만으로 만든다. 레드와인과 화이트와인의 중간인 연하고 부드러운 핑크빛깔을 띠며, 상큼한 맛과 부드러운 탄닌맛을 내며 장미향을 지녀 연인들의 와인, 디저트 와인이라고도 불린다. 기존 캠벨얼리 재배방식을 달리해 만든 와인으로 산도가 높고 드라이하며 산딸기, 체리 등의 풍부한 과일향과 바디감의 균형이 잘 어우러진 매력적이고 깔끔한 로제와인이다.","붉은 육류 요리,바비큐,갈비찜과 어울린다.",경기도 안산시 단원구 뻐꾹산길 107
과실주,그랑꼬또 로제와인,12%,포도,"그랑꼬또(Grnad Coteau)와인은 청정지역을 자랑하는 대부도의 큰 언덕에서 생산한다는 의미를 담고 있다. 바닷가의 뜨거운 열기와 습도, 낮과 밤의 심한 기온차, 미네랄이 풍부한 토양 등 포도재배에 필요한 천혜 입지조건을 갖춘 안산시 대부도에서 생산하는 와인이다. 그랑꼬또 로제와인은 한국인 입맛에 맞도록 많은 개발 끝에 탄생한 제품이다. 은은하고 달콤한 향, 첫맛은 달콤함, 다음은 청량감, 그리고 마지막엔 깔끔하면서도 약간 드라이한 맛이 골고루 느껴지는 제품이다. 그랑꼬또 로제와인은 포도 껍질을 같이 넣고 발효시키다가 어느 정도 우러나면 껍질을 제거하고 과육만으로 만든다.","한식,해산물,칼국수과 어울리게 맛볼 수 있다.",경기도 안산시 단원구 뻐꾹산길 107
과실주,그랑꼬또 청수,12%,포도,"그랑꼬또 청수는 새꼼하면서도 깔끔한 맛과 향, 그리고 한국음식과 딱맞는 궁합을 보여주는 와인이다. 포도 청수품종은 생식용 포도로 육성된 품종으로 술을 빚기에 매우 좋아서 양조용 포도로 많은 관심을 끌고 있다. 청수의 특징은 풍부한 과일향과 화이트와인이 꼭 갖춰야 할 산뜻한 산미가 조화를 이루는 점이다. 해외 화이트와인 양조용 포도품종으로 만든 제품과 블라인드 평가에서도 매우 우수한 평가를 받은 품종이다.","어떤 음식이나 분위기와도 잘 어울릴 듯 하다. 굴찜, 조개찜, 대게찜 등 부드럽게 익힌 어패류나 해산물과 잘 맞을 듯 하다.",경기도 안산시 단원구 뻐꾹산길 107
과실주,프리미엄 애플와인 한스오차드,11%,국내산 사과,의성사과로 만든 프리미엄 사과와인으로 달큼한 사과향과 부드러운 목넘김이 느껴진다. 합성 착향료 등 첨가물이 들어가지 않은 와인이다.,"고기, 치즈, 면류, 과일과 같이 먹으면 좋다.",경북 의성군 단촌면 일직점곡로 755
과실주,오미로제 스파클링 와인,12%,국내산 오미자,"유기농 오미자를 원료로 정통 샴페인공법으로 제조한 세계 최초의 오미자 스파클링 와인. 유기농 오미자를 3년이상 숙성하여 만들었으며, 향긋한 붉은 과일의 섬세한 버블이 코를 자극한다. 첫 맛은 새콤달콤하고, 뒤이어 다시 한번 향긋한 맛이 입안 전체를 감싼다. 목넘김과 함께 모든 갈증이 사라지고, 긴 자연의 향기가 여운으로 남는다.","샐러드, 야채, 튀김과 어울린다.",경북 문경시 문경읍 새재로 609
과실주,그랑꼬또 레드와인,12%,국내산 포도(캠벨얼리),"껍질과 씨와 과육을 함께 넣어 스테인리스 통에서 발효 숙성되는 그랑꼬또 레드와인은 섬세한 과일향을 유지하며 신맛과 단맛의 균형이 조화를 이루어 육류 요리와 잘 어울리며, 은은하면서도 싱그러운 맛을 느낄수 있다.","삼겹살, 보쌈, 김치전, 아구찜 등과 페어링하기 좋다.",경기도 안산시 단원구 뻐꾹산길 107
과실주,자두와인,12%,국내산 자두,"전국 자두생산량1위의 김천에서 자두 중에서도 맛과 색이 뛰어난 우수한 품종의 자두를 선별하여 자체설비 및 기술력으로 신선한 과즙을 얻어내 만들어지며, 순수발효와인으로 알콜도수 12%의 기호성이 높은 와인이다. 6개월 이상의 저온숙성과정을 거쳐 새콤달콤하고 상쾌한 맛이 특징이며, 자두특유의 향과 색이 잘 살아있고 자두 속에 포함된 많은 기능성성분이 그대로 함유되어있는 건강주로도 효능이 높은 술이다. 피자두로 만든 레드와인과 후무사로 만든 화이트와인이 있다.","육류, 해산물요리  담백한 육류요리에 자두와인의 레드와인과 함께하면 새콤달콤한 맛이 육류의 느끼함을 잡아주며 신선한 해산물요리에 자두와인의 깔끔한 화이트와인을 곁들이면 해산물의 특유 비릿함을 잡아주고 자두와인의 상쾌한 맛을 돋구어준다.",경북 김천시 대학로 214
과실주,너와머루와인,12%,국내산 산머루 100%,너와집으로 유명한 해발 500미터 이상의 삼척 너와마을에서 생산되는 특산물인 머루 100%의 진한레드와인으로 약간 스위트한맛이다. 진하면서도 순수한 머루의 향기와 맛이 계속 입안에 머무르는 느낌을 받을 수 있다.,"너비아니구이, 치즈떡갈비  머루100%의 진하고 달콤한 맛이 너비아니와 떡갈비의 풍미를 더욱 살려 준다.",경기도 파주시 윗배우니길 441-25
과실주,레드듀 RED DEW,13%,무농약머루,일교차가 큰 석회암지대에서 재배된 100% 친환경 무농약인증산 머루원료를 발효시켜 제조한 친환경와인이다. 머루특유의 묵직한 맛에 신맛과 단맛이 잘 어우러져 있다.,파스타  채소를 듬뿍 넣고 매운고추와 굴소스로 양념하여 매콤하면서도 감칠맛 나는 파스타는 레드듀의 새콤달콤한 맛과 잘 어울린다.,강원도 영월군 영월읍 동강로 1431
과실주,샤토미소 로제스위트와인,12%,국내산 포도원액,"우리입맛에 맞는 한국형와인의 가치를 높이기 위해 우리포도로 만든 와인으로서 포도를 재경파쇄하고, 착즙하여 순수주스만을 도란원만의 제조비법으로 발효하여 은은한 향과 빛깔이 아름답고 풍미가 새콤달콤하고 상큼한 맛의 조화가 부드러우며 복숭아, 딸기, 장미향으로 환상적인 아로마를 연출한다.","홍합찜  홍합의 수염은 자르고 물로 여러 번 헹궈 끓는 물에 넣어 삶아내는데, 이때 마른홍고추와 통후추를 넣고 삶아 약간 매콤한 맛이 나도록하면 로제와인에 곁들이는 안주로 더욱 좋다. 환상적인 로제와인의 향에 바다향이 가득한 홍합찜이 상큼하게 어우러진다.",충청북도 영동군 매곡면 옥전리 825-1
과실주,머루이야기,12%,국내산 머루(전북 무주),"평균 해발500미터, 백두대간의 중심에 위치한 무주는 반딧불이가사는 청정지역이다. 고랭지에서 재배된 산머루를 발효시켜 새콤함과 달콤함이 잘 어우러져 맛과 향이 뛰어날 뿐 아니라 크산토필에 의한 자주색색소가 많아 탄력 유지에도 좋다.","돼지 등갈비찜  갈비찜은 담백한 고기에 견과류, 야채까지 골고루 들어가는 보양식이다. 머루이야기한잔이 양념과 재료들이 잘 어우러진 갈비찜의 맛을 더욱 돋워주고, 머루이야기의 매혹적인 잔향이 여운을 남겨 좋다",전북 무주군 적상면 서창로 72
과실주,명작복분자,13%,복분자,"고창 황토지역에서 서해안해풍을 맞고 자란 복분자중 매년당도와 과육이 뛰어난 2,3차 수확분으로 술을 빚어 단맛과 신맛이 조화를 이루면서 복분자고유의 맛과 향이 일품이다. 효모균을 이용한 저온발효를 통해 최상의 숙성시간을 거쳐 만들어진 프리미엄급 복분자주이다.",장어구이  장어는 단백질과 지방이 풍부한 고칼로리식품으로 여름과 가을철의 원기회복에 좋다. 복분자주의 향긋한 맛과 달콤한 향은 장어구이와 궁합이 잘 맞으며 고창 특산품인 풍천장어구이와 함께 하면 더욱 좋다.,전북 고창군 심원면 선운대로 2197
과실주,당당하리,15%%,"쌀(국산), 홍마늘(국산), 감초(국산), 효모, 개량누룩, 정제효소제, 정제수, 복분자(국산), 설탕, 올리고당, DL-사과산, 구연산, 무수이황산","인위적이 당도가 아닌 은은한 과실 그대로의 향만 담았다. 복분자와 마늘의 합이 잘 어우러지며 신맛은 거의 없으며, 마신 후 입안의 텁텁함이 없어 깔끔함까지 느낄 수 있다. 칵테일처럼 혹은 토닉워터와 8:2로 섞어 마셔도 보다 색다르게 즐길 수 있다. 차갑게 보관할 때가 술의 향이 더 좋고 은은한 붉은 빛이 돋보일 수 있게 와인잔에 마셔도 색다른 분위기 연출이 가능하다.","장어, 육고기와 페어링하기 좋다.",경북 영천시 포은로 842-50
과실주,"코이버펑크, 카베르네 소비뇽 2019",12.5%,카베르네 소비뇽 포도품종 100% (경북 영천),"구조감과 밸런스가 뛰어나 와인만 즐겨도 충분히 그 진가를 발휘하지만, 다양한 아시아 음식과 즐기기에 최적화된 와인이다. 루비색을 띠며 다양한 베리의 아로마가 느껴진다. 입 안에서는 둥글고 가벼운 질감에 달콤함과 오크의 스파이시함이 조화롭게 어우러져 훌륭한 맛을 보여주는 와인이다. 장기 숙성의 잠재력도 가지고 있다.",한식 / 중식 / 동남아 음식 등 다양하게 페어링하기 좋다.,경상북도 영천시 봉계길 52
과실주,"코이버펑크, 머스캣 베일리 에이 2017",12.5%,머스캣 벨일리 베이 포도품종 100% (경북 영천),"구조감과 밸런스가 뛰어나 와인만 즐겨도 충분히 그 진가를 발휘하지만, 다양한 아시아 음식과 즐기기에 최적화된 와인이다. 블랙체리, 레드 체리, 라즈베리, 딸기 등의 여러 가지 우아한 빨간 과실 아로마 특징이 주를 이루지만 정제된 바닐라, 오크 특징과 잘 어우러진다. 약간의 향신료, 검은 과실, 그리고 머스캣 베일리 에이 품종 특유의 그윽함이 뒤따르며 입 안에서는 부드러운 질감과 가벼운 산도가 매력적인 피니쉬로 이어지는 와인이다.","전체적으로 무겁지 않은 타닌감이 구조를 잘 이룬다. 고추장, 된장 등 한국 장 요리와 잘 어울리는 약간의 단맛의 여운이 길게 이어지는 특징이 좋은 와인이다.",경상북도 영천시 봉계길 52
과실주,"코이버펑크, 샤르도네 세미용 2018",11.5%,"샤르도네 포도품종, 세미용 포도품종, 실바너 포도품종","구조감과 밸런스가 뛰어나 와인만 즐겨도 충분히 그 진가를 발휘하지만 다양한 아시아 음식과 즐기기에 최적화된 와인이다. 처음 입 안에서는 섬세한 미네랄, 라임, 레몬 노트가 잘 어우러지고 뒤로갈수록 인삼, 더덕, 국화꽃 차의 동양스러운 특징이 가미된 복합성을 찾을 수 있다. 부드러운 질감과 매력적인 산도가 자연스레 이어지는 와인이다.",한식 요리와 잘 어울린다.,경상북도 영천시 봉계길 52
과실주,산머루와인 깊은맛 드라이,12%,산머루,타닌의 떫은 맛과 깊은 과일 향기가 조화를 이루며 입안에 오래도록 여운을 주는 와인이다. 풍부한 바디감도 느껴진다.,스테이크나 바비큐 등 고기와 함께 먹으면 깔끔하게 즐길 수 있다.,경남 함양군 함양읍 삼봉로 442-14
과실주,산머루와인 달콤한 스위트,10.5%,산머루,머루의 새콤달콤한 단맛과 산미가 잘 어우러진 부드럽고 순한 맛으로 술이 약한 분들도 즐기기 좋다.,"쿠키나 치즈와 함께 디저트용으로, 또는 뱅쇼를 만들 때나 양파 와인을 만들 때 추천한다.",경남 함양군 함양읍 삼봉로 442-14
과실주,오크와인,12%,산머루,"탄닌의 떫은 맛과 풍성한 토스트향, 부케향으로 산미가 잘 어우러진 와인이다. 전체적인 맛과 향이 밸런스가 균형있다. 와인 중에 상등액만 골라 오크통에 3년간 숙성하여 색이 더 진하고 향이 풍부하다.",프리미엄 와인으로 특별한 날 스테이크나 바비큐와 함께 먹으면 좋다.,경남 함양군 함양읍 삼봉로 442-14
과실주,루드베리,4.5%,"사과즙(국산), 정제수, 딸기퓌레(국산), 건조레몬그라스(국산), 탄산가스, 동결건조딸기분말(국산), 바질잎, 사과산(산도조절제), 효모, 메타중아황산칼륨(산화방지제), 아황산류함유",로컬 딸기로 시작하여 상큼한 바질로 마무리되는 탄산 톡톡 Strawberry Cider. 로컬 사과와 달콤한 딸기에 더해진 스파클링의 경쾌함을 느낄 수 있는 스윗 사이더이다.,"너무 달지 않은 호두파이, 사과파이, 딸기파이와 마시기 좋은 술이다.",충청북도 충주시 중앙탑면 인담길 35-1
과실주,달 1614 스위트와인,12%,"머루(국내산), 포도(국내산), 설탕, 메타중아황산칼륨(산화방지제), 효모","달1614는 덕유산 자락에서 달과 함께 맛있게 익어가는 머루와 포도를 보며 덕유산 밤, 달빛과 함께 사랑하는 연인과 또는 동반자와 함께 와인을 마시면서 로맨틱한 분위기가 무르익어가는 이야기를 담은 와인이다. 포도의 향긋함은 그대로 살리고 머루의 산도와 단맛의 균형이 조화를 이루는 은은한 단맛의 와인이다.","과일, 치즈와 함께 먹으면 머루와인의 풍미를 더욱 잘 느낄 수 있다.",전라북도 무주군 안성면 장무로 1375-7
과실주,베리와인1168 스위트와인,13%,포도 87%,베리와인은 영동의 캠벨포도로 빚은 와인이다. 도수는 13도로 그리 낮지 않지만 알코올의 탁 치는 맛보다 포도의 달콤새콤한 맛과 향이 강해 부담 없이 넘어간다. 질리는 단맛이 아닌 향을 음미하며 계속 즐기기에 좋은 와인이다.,삽겹살과 치즈와 어울린다.,충청북도 영동군 양산면 호탄길 53-23
과실주,베베마루 설레임 로제 스위트와인,12%,포도(캠벨얼리 100%),"아주 투명한 가넷 보석과 같은 붉은 컬러에 체리, 딸기 등의 과실 향이 느껴진다. 장미 등의 꽃잎 향도 느낄 수 있고 포도를 탁 터트린 듯한 상큼함을 맛볼 수 있다.","달콤한 디저트류(케이크, 마카롱, 크래커 등)와 어울린다.",충청북도 영동군 황간면 남성동3길 4-14
과실주,샤토미소 아이스와인,12%,"포도(국내산100%), 메타중아황산칼륨, 소르빈산칼륨, 효모","도란원만의 독창적인 고농축, 아이스 제조기법으로 포도의 당을 동결, 추출, 발효하여 포도의 풍부한 향과 꿀맛같은 달콤함을 그대로 함축시킨 긴 여운의 아이스 와인이다.",디저트류 단맛의 의외로 없어서 식중주로 활용되기 좋다. 다만 탄닌감은 적어서 기름진 스테이크 및 육류보다는 더덕구이나 버섯구이 등 좋은 향을 가진 음식을 추천한다.,충청북도 영동군 매곡면 옥전리 825-1
과실주,샤토미소 웨딩 자두와인,12%,"자두(국내산100%), 메타중아황산칼륨, 소르빈산칼륨, 설탕, 효모","저온 발효 숙성으로 살며시 은은하게 자두의 향을 녹이고 연한 오렌지 색상과 자두 특유의 새콤, 달콤, 상큼 향미가 좋은 와인으로 청량감과 산미의 여운이 입안에서 오래도록 기억되는 새 신부 웨딩드레스를 연상시키는 깨끗하고 아름다운, 어디에서도 맛 볼 수 없는 소중하고 귀한 와인이다.","디저트 , 간이 쎄지 않은 음식과 함께 먹는 걸 추천한다.",충청북도 영동군 매곡면 옥전리 825-1
과실주,세인트하우스 모과와인,12%,모과 80%,친환경 농법으로 재배한 모과로만 만든 최상의 와인으로서 그 맛과 향이 우수하다. 탄산은 없으며 적절한 당도와 바디감이 느껴진다.,"스테이크 등 양식류, 치즈 등 간단한 안주류와 어울린다.",충청남도 서산시 고북면 산직마을길 85
과실주,세인트하우스 살구와인,12%,살구 80%,살구 80%의 함량을 자랑하는 살구와인은 달콤하고 향긋하게 입안에 퍼진다. 살구 또한 친환경 농법으로 직접 재배하여 사용하며 충분히 달콤하다가 느낄 수 있는 당도이지만 과하게 끈적이거나 무겁지 않다.,각 재료의 과실의 맛이 살아있어 디저트와인으로도 손색이 없지만 육즙이 흐르는 스테이크와도 좋다. 기름진 음식을 과일 맛으로 깔끔하게 씻어주며 상큼하게 마무리할 수 있다.,충청남도 서산시 고북면 산직마을길 85
과실주,소계리 595 스위트 레드와인,12%,"포도(국내산), 설탕, 효모, 메타중아황산칼륨",충청북도 영동지역에서 직접 재배한 당도 높은 포도로 와인을 만들어 고유의 향과 맛이 뛰어나다. 와인을 잘 드시지 않거나 쓴맛이 싫으신 분들도 편하게 마실 수 있는 와인이다.,"부드럽고 당도가 과하지 않아 치킨, 스테이크, 돈까스 등 다양한 육류와 잘 어울린다.",충청북도 영동군 추풍령면 은편길26
과실주,P.S 화이트 스파클링,5%,국산포도(영동포도),충청북도 옥천 포도연구소와 농촌진흥청에서 육종개발한 화이트 와인 양조용 포도 품종인 청수를 원료로 만든 화이트 스파클링 와인이다. 청포도의 싱그러운 맛과 향이 살아있으며 청량한 느낌의 레몬골드빛이 탄산을 품고 있어 보기에도 상큼한 느낌이 가득하다.,"과하지 않은 단맛과 산미가 맛의 축을 담당하고 있으며, 알코올 도수가 5도로 낮은 만큼 좋은 맥주 대용으로 즐기기에도 좋은 와인이다. 청량감 좋은 탄산으로 기름진 육류와도 잘 어울린다.",충청북도 영동군 심천면 약목2길 23
과실주,신애유자,5%,"사과즙(국산), 정제수, 벌꿀(국산), 생강즙(국산), 유자과즙(국산), 탄산가스, 로즈마리티, 사과산(산도조절제), 구연산(산도조절제), 천일염, 메타중아황산칼륨, 효모아황산류",지역산 꿀과 생강즙에 로즈마리 향과 신안군 천일염으로 마무리되는 밸런스가 일품인 미디움 드라이 사이더이다. 상큼한 유자의 첫맛이 지나고 나면 생강과 로즈마리의 은근한 풍미가 산뜻함을 전해준다.,"떡볶이, 양념치킨와 페어링하기 좋다.",충청북도 충주시 중앙탑면 인담길 35-1
과실주,포엠 로제와인,12%,"포도, 설탕, 효모, 메타중아황산나트륨, 소르빈산칼륨","옅은 핑크빛이 도는 스위트 와인으로, 장미향이 은은하게 나는 달콤한 디저트와인이다. 당도와 산도의 밸런스가 좋아 깔끔하고 뒷맛이 좋은 와인이다. 레드 다이아몬드의 색을 가진 와인으로 향이 바로 치고 오지는 않지만, 잔잔히 올라오는 포도향이 좋다. 살짝 입을 대면 향에서 숨겨졌던 잘 익은 포도 맛이 그대로 올라온다. 떫은맛, 타닌감, 산미는 지극히 적지만, 이 맛 하나로도 충분히 맛을 표현하고 있다.","단맛이 많은 만큼 식중주보다는 식전 주나 식후 주를 추천하고 싶으며, 드레싱 없이 생야채만 함께 즐긴다면 이 와인의 특징을 느낄 수 있을 것이다.",충북 영동군 학산면 모리1길 4
