술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식
탁주(고도),자연담은 복분자막걸리,6%,"국내산 복분자(고창), 정제수","고창산 쌀과 고창산 1등급 복분자로 빚은 고급막걸리로 국순당의 특허기술인 생쌀발효법으로 빚어 필수아미노산이 풍부하다. 복분자와 쌀이 혼합된 막걸리로 신선한 과실향에 부드럽게 올라오는 곡물향이 잘 섞여 있다. 단맛과 신맛 등 오미의 조화가 잘 갖춰져 있고, 막걸리를 살균하여 청량미는 적지만 맑은 산미가 입 전체를 깔끔하게 만든다.",복분자 막걸리에 장어구이가 기본이다.
탁주(고도),팔공산미나리 생막걸리,6%,"쌀, 소맥분, 전분당, 정제수, 무농약 미나리추출액, 정제효소, 종국, 효모, 아스파탐, 밀 함유",미나리 생막걸리는 혈압을 내리고 중금속해독능력이 뛰어난 친환경 미나리를 사용하여 빚은 막걸리로 대구 팔공산 일대의 농가에서 생산하여 5년간 숙성한 미나리발효원액을 첨가해 쌀과 막걸리의 산성화를 중화하여 막걸리의 트림현상과 숙취가 거의 없는 것이 특징이다.,"생 미나리 두부무침, 미나리 전미나리는 비타민이 풍부한 알칼리성 식품으로 혈압강하, 해열, 일사병 및 변비 등에 효과가 좋다. 미나리를 활용한 안주와 막걸 리가 함께하면 건강과 맛을 동시에 챙길 수 있을 것이다."
탁주(고도),백년친구 쌀막걸리,6%,"백미, 소맥분",술맛이 부드럽고 뒷 향이 은은하게 느껴지는 것이 마시는 이로 하여금 부담을 주지 않으며 또한 뒷맛이 깔끔하고 목 넘김이 좋은 막걸리이다.,가지나물 가지를 식물성 기름으로 요리를 하면 불포화지방산과 비타민E를 많이 섭취할 수 있어서 좋은데 막걸리의 부드러운 목 넘김과 은은한 향을 가지나물이 잘 지켜준다.
탁주(고도),불로생우리쌀막걸리,6%,국내산 쌀,불로생 우리쌀 막걸리는 50년 전통의 생 막걸리로 효모가 살아있어 특유의 감칠맛을 느낄 수 있을 뿐만아니라 효모에 함유된 판토텐산이 대장의 운동을 활발하게 하여 변비에도 좋으며 몸에 좋은 각종영양소가 풍부하다.,"두부김치, 해물전 두부김치는 따뜻하게 데친 두부에 익은 김치와 돼지고기를 볶아 곁들인 음식으로 아삭한 김치의 맛이 조화를 이루어 막걸리안주로 좋다. 또한, 해산물과 야채로 만든 해물전과도 궁합이 좋다."
탁주(고도),하얀연꽃 백련생막걸리,7%,"국내산 백미, 국내산 백련잎",신평양조장은 막걸리를 옛날의 술로 머물게 하지 않고 오늘날 우리 삶 속에서 같이 호흡할 수 있도록 막걸리의 모던 프리미엄주의를 지향한다. 간척지 토양에서 해안해풍을 맞고 자란 충남당진 쌀을 주 원료로 하며 깔끔한 맛을 내기위해 백련잎을 첨가했다. 80년이상 된 숨 쉬는 재래식항아리에서 철저한 온도관리에 의해 발효하여 소량 한정 생산되는 수제프리미엄막걸리로 깊은 맛과 은은한 탄산의 조화가 일품이며 안개와 같이 은은하면서도 신비로운 맛이 특징이다.,"스테이크 프리미엄 막걸리인 하얀연꽃 백련 생 막걸리는 스테이크와도 거부감 없이 잘 어울리며 감자, 당근, 콩, 옥수수, 시금치 같은 채소요리를 곁들이고 소스 없이 같이 마시면 백련 생 막걸리의 담백한 맛이 은은하게 입안을 채운다."
탁주(고도),울금생막걸리 정,6%,"국내산 쌀, 국내산 울금",쌀을 주재료로 한 막걸리에 울금을 첨가하여 특허를 받은 막걸리이다. 입안에서 감도는 울금 특유의 향과 마시고난 후 오랫동안 여운을 주는 감미로운 맛이 일품이다.,"김치전 김치전은 잘 익은 김치의 맛이 배어나와 막걸리와 잘 어울리는 음식인데, 울금 생막걸리 특유의 향이 김치의 텁텁한 맛을 감해주어 더욱 좋다."
탁주(고도),세종 쌀막걸리,6%,국내산 쌀,"세종 쌀 막걸리는 부드러운 맛을 음미할 수 있고 달달하며 청량감이 살아있다. 특히 밀을 넣어 감칠맛을 돋우어준 충북청주의 유명막걸리로 부드러운 목 넘김이 특징이다. 조은술세종(주)은 현재 20여종의 전통주를 생산하고 있으며, 2012년 유기막걸리를 생산하기 시작하여 유기가 공식품인증을 획득했으며 전통주 시장에서 선도적인 역할을 담당하고 있다.","해물 찜 해물 찜은 각종해물과 콩나물을 매콤한 양념에 버무려 푸짐하게 만들면 여럿이 둘러앉아 먹기 좋은 막걸리 안주가 된다. 콩나물은 아스파라긴이 함유되어 숙취해소와 피로회복에 좋은데, 살짝 익혀 아삭한 맛이 막걸리의 맛을 돋운다."
탁주(고도),구암대추막걸리,6%,"쌀, 대추","청송의 맑은 물과 수목이 가득한 자연 속에서 직접 재배한 양질의 대추로 만든 대추엑기스, 국내산 100% 쌀로 정성껏 빚어 목 넘김이 부드러운 막걸리이다. 구암농산은 1981년 대추농장으로 2만주 대추나무를 식재하여 현재 약7만평규모, 20만평 야산을 보유하고 있는 경북최대 대추농장으로 성장하여 2008년 구암농산을 설립하였고, 2년여 연구개발 끝에 2010년부터 맛과 기술에서 인정받는 대추 막걸리를 생산해 오고 있다.",가벼운 안주와 어울린다.
탁주(고도),솔청정막걸리,6%,국내산 쌀,"솔잎은 위장병, 고혈압, 중풍 등 민간요법에서 만병통치약으로 여겨져 왔으며, 과거 양주문헌에서 전해지는 전통제조방법을 참고하고 최신 발효법에 의한 첨가비율 및 제조방법을 심도 있게 연구·개발하여 제품화하였다. 약수로 유명한 충청북도의 지하100m 천연 암반수에 생 솔잎을 첨가 발효시켜 빚은 후 살균열처리를 통해 유통기한을 늘린 살균막걸리이다. 은은한 솔 향과 적정량의 천연탄산이 있어 청량감과 목 넘김이 부드럽고 감칠맛이 특징이다.","두부 전 당근, 양파, 대파, 피망 등의 다진 야채와 으깬 두부를 소금, 후추, 다진 마늘로 간을 하고, 계란을 풀어 섞은 후 달군 팬에서 구워내면 된다. 채소를 듬뿍 넣은 영양만점의 두부전이 솔 향 은은한 막걸리로 더욱 고소해진다."
탁주(고도),백년친구 풍기홍삼막걸리,6%,"국내산 쌀, 홍삼",경북 영주시(풍기)는 토질이 대부분 사질양토로 배수가 잘되어 타지방 인삼보다 육질이 단단하고 사포닌 함량이 우수한데 백년친구 풍기홍삼 막걸리는 이 지역에서 생산한 인삼을 가공한 홍삼을 사용하여 막걸리와 접목시켰다. 홍삼을 72시간동안 엑기스로 추출하여 사포닌함량이 우수하고 홍삼의 부드러운 붉은색을 띄며 쌀 막걸리의 부드러운 맛과 홍삼의 쌉싸름한 맛을 동시에 느낄 수 있다.,"호박전 호박은 소화가 잘되므로 위가 약하고 마른 사람, 회복기 환자에게 좋은 음식인데, 사포닌이 함유된 홍삼막걸리와 궁합이 잘 맞는다. 애호박에 달걀옷을 입혀 양면을 노릇노릇하게 지져서 한잔 곁들이면 잘 어울린다."
탁주(고도),하얀연꽃 백련막걸리,7%,국내산 쌀,신평양조장은 막걸리를 옛날의 술로 머물게 하지 않고 오늘날 우리삶속에서 같이 호흡할 수 있도록 막걸리의 모던프리미엄주의를 지향한다. 하얀연꽃 백련막걸리는 전통적으로 사찰에서 전수되어온 백련곡차의 현대적 복원으로 당진 해나루쌀을 사용하여 술의 빛깔이 밝고 부드러우며 백련잎을 발효과정에 첨가하여 맛이 은은하고 부드러운 것이 특징이다.,"스테이크 스테이크는 감자, 당근, 콩, 옥수수, 시금치 같은 채소요리를 곁들이고 소스 없이 막걸리와 함께 먹으면 담백한 막걸리의 맛이 은은하게 입안을 채운다."
탁주(고도),새송이 쌀막걸리 정,6%,"국내산 쌀, 새송이버섯",쌀을 주재료로 한 막걸리에 새송이버섯을 첨가하여 특허를 받은 막걸리이다. 과하지 않은 단맛과 탄산의 상쾌한 맛이 적당하며 한 여름에 시원하게 마시면 자연탄산이주는 입안의 상쾌함이 좋다.,감자전 노릇하고 고소한 감자전은 술안주로 좋은데 새송이 쌀막걸리의 상쾌한 탄산 맛이 전의 느끼함을 없애주어 시원하게 즐길 수 있다.
탁주(고도),부자 10%,10%,경기미 100%,"부자 10도는 지금의 서울인 경성지방일대의 상류층에서 합주라하여 음용되던 고급탁주를 현대인의 입맛에 맞도록 복원·발전시켜 빚어낸 탁주로 합주는 일본에서는14∼18도의 고급탁주인 “니고리자께”라는 이름으로 제조되고 있으며 몸에 좋은 술로 널리 알려져 있어 즐겨 음용되고 있다. 전통주 제조의 대가인 배상면선생이 개발한 한국의 정통발효주로 기존막걸리의 텁텁하고 뻑뻑한 느낌을 줄이고자, 제품을 균질화하여 부드럽고 목넘김에 부담이 없다.100% 우리 쌀로만 빚어 술의 색상이 우아한 유백색으로 유지되며 인공감미료를 사용하지 않고, 쌀과 누룩이 자연적으로 빚어진 숙성된 원주의 맛을 그대로 살린 고품격막걸리이다.","양념장순두부, 생선전 식감이 부드러운 순두부는 목넘김이 부드러운 막걸리와 함께 먹기에 좋은 안주이다. 순두부는 뜨끈할 때 양념장을 얹어 먹으면 좋으며 생선전은 흰살 생선을 사용하며 각종비타민이 풍부하여 영양만점의 술안주이다."
탁주(고도),톡쏘는 쌀 막걸리,6%,국내산 쌀,국내산 쌀 100%로 빚은 막걸리로 사과 막걸리 등으로 유명한 경기 가평의 우리술의 일본수출 주력 막걸리이다. 살균막걸리지만 톡쏘는 탄산에 생막걸리에 견주에 떨어지지 않는 감칠맛이 느껴진다.,"새우전, 녹두전 새우전과 녹두전 등 고소하지만 기름진 전류와 함께 마시면 톡 쏘는 맛이 입을 개운하게 해주어 전의 맛을 돋궈준다."
탁주(고도),산천어막걸리,6%,"정제수,팽화미(쌀/외국산),입국(쌀),국(밀),설탕,정제효소제, 효모,아스파탐(감미료,페닐알라닌 함유)",첫 담금을 입국미의 함량을 높여 저온 장기 발효하여 입국미와 토종효모의 향긋한 향과 두번째 담금의 팽화미로 장기간 발효하고 거른 후 1도에서 3도의 냉장 탱크에서 숙성한다. 요쿠르트맛과 은은한 사과향과 달달함이 즐거움을 느껴진다. 숙성해 상압방식의 특유한 향과 맛이 일품이다.,"산천어회, 산천어 구이, 쏘가리 매운탕 등 화천의 음식에 곁들이는 것을 추천한다."
탁주(고도),미몽 (단종),7%,"국내산 쌀, 국내산 인삼",,
탁주(고도),지장수 호박막걸리,6%,"정제수(지장수), 쌀, 효모, 누룩, 과당 등",지장수 호박막걸리는 국내산 쌀과 천연 지장수를 원수로 하여 발효과정에 국내산 호박을 첨가하여 영양성을 높였으며 고유의 노란빛깔로 맛을 돋구어 깔끔하고 부드러운 맛으로 한잔의 즐거움이 있다. 또한 술잔을 함께하여 단지형모양의 깔끔한 디자인으로 막걸리의 품격을 한층 높였다.,두부김치 잘 익은 김치와 담백한 맛의 두부를 호박막걸리와 함께하면 깊고 부드러운 맛과 어울러져서 호박막걸리의 맛을 더욱 돋구어준다.
탁주(고도),미담,6%,국내산 쌀,"우리 쌀로 만든 미담 생막걸리는 15일간 장기발효방법으로 제조하여 효모가 살아있고, 자연발효에 의해 생성된 탄산가스가 청량감과 감칠맛을 돋운다. 쌀 이외에 올리고당을 사용하여 음용시 정장작용에 도움이 되고 장기 숙성과 햅쌀을 사용하여 보존성이 높고, 숙취가 없다.",두부김치 막걸리가 생각날 때 담백한 두부에 양념해 볶은 김치를 얹어먹으면 부드러운 미담 생막걸리의 깔끔한 맛과 김치가 잘 어울린다.
탁주(고도),고향생막걸리,6%,국내산 쌀,100% 국내산 쌀과 303m 천연지하암반수를 사용하여 자연발효 후 온도와 습도가 일정한 지하저온저장고에서 장기저온숙성시켜 맛이 부드럽고 숙취가 없으며 각종 영양분과 효모가 살아있는 막걸리이다.,"김치잡채 김치잡채는 당면과 함께 김치를 넣어서 만드는데, 김치와 돼지고기, 각종야채가 들어가 담백하면서 아삭한 씹히는 맛이 막걸리의 맛을 살려준다."
탁주(고도),솔바람생막걸리,6%,국내산 쌀,전국 세청기술 연구소장이 40년간의 제조비법으로 재현한 전통적 맛의 막걸리로 약수로 유명한 충청북도의 지하100m 천연 암반수에 100% 국내산 쌀과 생 솔잎을 첨가 발효시켰고 강한 단맛을 배제시켰다. 은은한 솔 향과 함께 진하고 깊은 감칠맛이 나고 청량감이 뛰어나며 효모와 유산균이 살아 있는 생막걸리이다.,감자전 감자전은 밀가루를 넣지 않고 감자만으로 전을 부치는데 감자를 곱게 갈아 체에 밭쳐 물기를 충분히 빼고 부쳐야 맛있다. 여기에 솔바람 생막걸리를 곁들이면 막걸리의 청량감이 고소한 감자전의 맛을 더욱 돋궈준다.
탁주(고도),왕매실 막걸리,6%,"국내산쌀, 매실원액1%","2002년도에 1,400여 농민들이 매실 10만본을 식재한 후 수확량이 현재 연간 100여 톤에 이르며 농식품부지원하에 가공, 생산하게 되었다. 왕매실막걸리는 우리 쌀과 100m 지하 암반수와 토종 매실로 빚어 매실특유의 신맛과 탄산이 있으며 상큼하고 부드럽다. 구연산이 들어있어 트림이 없고 소화가 잘된다.",꼬막전꼬막전은 삶아낸 꼬막의 살을 발라 달걀옷을 입혀 전을 부치는데 꼬막전의 기름기와 약간의 비릿한 냄새를 매실의 신맛과 탄산이 잡아주어 깔끔하게 마실 수 있다.
탁주(고도),삼막걸리,6%,"쌀, 산양산삼, 올리고당",입국을 사용한 전통방식에 현대식 제국기를 사용하여 주질안정화 및 품질표준화를 이룬 삼막걸리이다. 삼막걸리는 장기간 발효에 의해 제조되어 생효모가 풍부하고 쌀과 산양산삼이 잘 어우러져 은은한 맛과 청량감이 뛰어나다. 사포닌함량을 기존에 비해 두 배 증가시키는 특허기술로 발효시켜 숙취와 트림이 없는 것이 특징이다.,생선전 흰 살 생선을 노릇하게 구운 생선전에 삼막걸리를 마시면 건강도 좋아지고 시원한 막걸리의 청량감이 기분도 좋게 한다.
탁주(고도),입장탁주,7%,국내산 쌀,쌀을 익히지 않고 자연그대로 발효시키는 생쌀발효법으로 만들어진 생막걸리로 순수쌀 100%로 빚은 술이다. 9~10일간 저온발효하여 숙취와 트림이 나는 막걸리의 단점을 최소화시켰으며 불로 쪄서 만드는 과정에 파괴될 수 있는 영양소를 최소화시켜 영양분이 살아있다. 부드러운 목 넘김과 입안에 남는 잔향이 없어 깔끔한 맛을 느낄 수 있다.,"매운 갈비찜입안에서 불이 날 정도로 매운 갈비찜은 약간의 단맛과 신맛, 그리고 톡 쏘는 청량감이 있는 입장탁주에 잘 어울린다."
탁주(고도),유자생막걸리,5%,"경기미 75%, 유자 국내산20% , 맥아당 5%","유자생막걸리는 남녀누구나 부담 없이 즐길 수 있는 막걸리를 개발하기 위하여 장기간의 노력 끝에 만들어진 제품으로 겨울이 제철인 유자를 사용하여 막걸리로 제조하였다. 우리 쌀과 국내산 유자과즙이 20% 함유된 웰빙 막걸리로 상큼한 유자향과 색이 오감을 충족시키고, 5%의 낮은 알코올도수로 누구나 부담 없이 즐길 수 있는 막걸리이다.",녹두빈대떡 녹두빈대떡의 고소하지만 기름진 맛에 청량감이 살아있는 유자생막걸리 한잔이 속을 개운하게 해준다.
탁주(고도),이천쌀생막걸리,6%,국내산 쌀,내륙 중앙에 위치한 이천은 분지형 지형으로 일교차가 크고 일조량이 많아 임금님진상미로 유명한 국내제일의 쌀 생산지역이다. 이천쌀생막걸리는 100% 이천쌀을 원료로 사용하고 술덧은 물론 밑술까지 저온장기숙성하여 풍부한 영양과 탄산의 맛이 어우러져 깊은 맛과 향이 있는 막걸리이다.,두부김치 두부김치는 완전히 익은 김치로 만들어야 제 맛을 느낄 수 있는데 잘 익은 김치의 깊은 맛과 담백한 두부가 이천쌀생막걸리 깊은 맛과 탄산의 맛을 더욱 돋보이게 한다.
탁주(고도),고향인삼막걸리,6%,"국내산쌀90%, 국내산인삼10%",국내산 쌀과 303m 천연지하암반수를 사용하여 자연발효 후 온도와 습도가 일정한 지하저온저장고에서 장기 저온 숙성시켜 맛이 부드럽고 숙취가 없으며 인천강화의 고려인삼농축액을 첨가해 발효시켜 인삼특유의 맛과 향이 적당히 녹아있다.,"고등어조림 고등어를 묵은지와 함께 푹 익혀서 먹는 고등어조림은 감칠맛이 좋아 밥반찬으로도 좋은데, 인삼 특유의 맛과 향이 고등어의 비린 맛을 없애주어 더욱 맛이 좋다."
탁주(고도),대포막걸리(단종),7%,국내산 쌀,100% 국내산 쌀로만 빚어 맛이 깔끔하고 목 넘김이 부드러우며 막걸리의 단점이었던 숙취와 트림이거의 없다. 또한 기존막걸리와는 달리 합성감미료를 일절 사용하지 않은 프리미엄 막걸리이다.,북어포무침 북어는 미나리를 듬뿍넣고 매콤하고 새콤한양념에 무쳐서 먹으면 막걸리 안주로 좋은데 담백한 대포막걸리에 북어의 구수한맛과 양념이 잘 어울린다.
탁주(고도),황도배기 햅쌀막걸리,6%,고창 황토배기 햅쌀,"국내 최초로 원적외선이 방출되는 황토 토굴에서 발효, 숙성시키며 100% 국내산 햅쌀을 증자후 저온에서 장기간 발효시키는 방법으로 빚어 막걸리고유의 맛과 향이 뛰어나다.",꼬막무침 오동통한 살이 입맛을 자극하는 싱싱한 꼬막무침은 한입베어물면 톡 터지는 육즙이 예술인데 햅쌀막걸리의 향이 푸짐한 꼬막무침의 맛을 돋운다.
탁주(고도),맑은내일 스파클링 막걸리,5%,"정제수, 멥쌀(수입산), 누룩, 정제효소, 아스파탐(감미료/페닐알라닌 함유), 밀함유","맑은내일 스파클링 막걸리는 자연탄산으로 제조일로부터 15일 전과 후에 다른 매력을 느낄 수 있다는 것이 가장 큰 특징이다. 제조일로부터 15일 전에는 달콤하고 라이트한 맛과 함께 가벼운 탄산을 느끼실 수 있고, 15일 후에는 풍부한 탄산과 함께 새콤달콤함과 숙성된 바디감의 스파클링 막걸리를 느낄 수 있다.","어느 음식과 마셔도 잘 어울리지만 특히 해물파전, 김치전, 피자, 떡볶이 처럼 느끼하거나 매콤한 음식과 함께 드시는 것을 추천한다."
탁주(고도),은자골 생 탁배기,5%%,"백미, 소맥분, 정제수, 전분당, 국, 누룩, 효소, 아스파탐","은척 양조장의 생 탁배기는 상주지역 햇 상주삼백쌀과 전통누룩을 원료로 하여 빚은 막걸리로, 쌀 막걸리 특유의 부드러운 목넘김을 가지고 있으며 청량감이 일품인 막걸리다.",원료인 밀가루에서 나오는 연한 쓴맛과 텁텁함이 있으며 먹고 난 뒤에 은은한 뒷맛이 음식을 부르게 한다. 파전과 잘 어울린다.
탁주(고도),G12 골디락스,12%,"정제수, 멥쌀(국내산), 찹쌀(국내산), 누룩, 종국, 효모, 밀함유","싱그러운 과일향과 부드러운 목 넘김으로 마시기 딱 좋은 막걸리다. Ice 공법으로 차갑게 발효하고 더 차갑게 숙성했다. 담백한 맛의 멥쌀과 감칠맛 나는 찹쌀을 오랜 연구개발 끝에 최적의 비율로 사용하여 소박한 단맛을 구현하였고, 여기에 12℃ 저온에서 30일간의 발효와 12℃에서 30일간의 숙성 과정을 거친 깔끔한 막걸리이다.","닭백숙, 오리백숙, 편육, 새우젓, 겉절이와 어울린다."
탁주(고도),과천미주,9%,"정제수, 경기미햅쌀(국내산 멥쌀), 국, 효모 (밀함유)",맑은 샘물처럼 감미로운 우리 쌀 술. 지게미를 최소화하여 귀하게 빚었다. 하루의 피로를 씻어주고 몸의 평화를 회복하는 홈술로 추천한다. 맑고 차갑게 드시고 마지막에 흔들어 청탁의 매력을 즐길 수 있다.,"신선한 제철 해산물, 육전, 소꼬리찜, 잡해 등 기름진 명절 요리, 치즈와 견과류 등 간단한 안주와도 좋은 궁합이다."
탁주(고도),관악산생막걸리,6%,"정제수, 멥쌀(국내산), 국, 효모, 밀함유","어떤 첨가물이나 감미료 없이 경기미 햅쌀로 빚어 달지 않고 담백하며 언제 어니서나 편안히 즐길 수 있다. 처음에는 풋사과, 청포도 향이 싱그럽고 더 시간이 지나 숙성되면 참외 멜론과 같은 농밀한 단맛이 풍부해진다.","제육두부 김치 등 매콤한 음식과 먹으면 매운 맛을 달래준다. 디저트류, 과일류와도 잘 어울린다."
탁주(고도),금풍양조,6.9%,"정제수, 쌀(강화도), 국, 효모, 밀함유",강화도 지역 친환경 무농약 쌀을 사용하고 무감미료 수제 프리미엄 막걸리다. 100년 전통의 양조장에서 빚은 막걸리답게 뛰어난 밸런스의 맛과 부드러운 목넘김이 특징이다. 담백한 과실 향에 탄산이 없어 부드러운 목 넘김을 느낄 수 있다.,"강화도의 젓굴갈비, 해산물 요리, 돼지갈비 등과의 조합이 좋다."
탁주(고도),냥이탁주 9도,9%,"정제수, 쌀(국내산), 찰보리(국내산), 찰수수(국내산), 벌꿀(국내산), 오미자(국내산), 송순(국내산), 누룩, 개량누룩, 밀함유",고양시 최초의 프리미엄 지역특산주. 인공감미료 없이 고양시에서만 생산되는 품질 좋은 가와지쌀을 주재료로 만든 막걸리. 고양시의 대표 캐릭터 고양이에서 이름을 따온 젊은 감각의 귀여운 고양이 패키지와 밸런스 좋은 새콤달콤 풍성한 맛이 특징이다. 풍무한 유기산이 포함되어 있어 거슬리지 않는 부드러운 신맛과 단맛이 잘 어우러져 있으며 차갑게 해서 마실수록 막걸리 본연의 맛을 즐길 수 있다.,"떡갈비, 불고기와 잘 어울린다."
탁주(고도),냥이탁주 fresh,5%,"정제수, 쌀(국내산), 찰보리(국내산), 찰수수(국내산), 벌꿀(국내산), 오미자(국내산), 송순(국내산), 누룩, 개량누룩, 밀함유",고양시 최초의 프리미엄 지역특산주. 인공감미료 없이 고양시에서만 생산되는 품질 좋은 가와지쌀을 주재료로 만든 막걸리. 고양시의 대표 캐릭터 고양이에서 이름을 따온 젊은 감각의 귀여운 고양이 패키지와 밸런스 좋은 새콤달콤 풍성한 맛이 특징이다. 풍무한 유기산이 포함되어 있어 거슬리지 않는 부드러운 신맛과 단맛이 잘 어우러져 있으며 차갑게 해서 마실수록 막걸리 본연의 맛을 즐길 수 있다.,"리코타 치즈 샐러드, 훈제연어와 페어링하기 좋다."
탁주(고도),님 그리다,6%,"찹쌀, 멥쌀, 누룩(밀)","인공 감미료, 첨가물을 넣지 않고 가야양조장의 발표, 숙성기술로 혼신을 다해 빚어 맛이 진하고 부드러우며 천연의 과일향이 나는 프리미엄 막걸리다. 옛 농주의 맛을 그대로 재현하고자 전통 이양주 기법에 밑술, 덧술 담금에 가수를 적게 했고 농담금법으로 보다 더욱 깊고 걸죽하게 빚었다.","해물탕, 누룽지탕처럼 맑은탕 종류와 잘 어울린다."
탁주(고도),말이야 막걸리야,6%,"건조토란(국내산), 쌀(국내산), 정제수, 젖산(산도조절제), 효모","무감미료 무첨가 곡성의 쌀과 토란만을 고집하여 만든 프리미엄생막걸리로 음용성이 좋다. 부드럽고 은은한 요쿠르트 산미의 깔끔한 라이트버젼과 청량감있는 달콤한 스파클링타입으로 두 가지가 있다. 라벨은 친황경 이지컷라벨을 적용하여 분리배출이 용이하다.

빨강 - 말이야막걸리야 (라이트버젼)
핑크 - 피크닉 컨셉 / 말이야막걸리야 (라이트버젼)
초록 - 캠핑 컨셉 / 말이야막걸리야 (스파클링버젼)
파랑 - 등산 컨셉 / 말이야막걸리야 (스파클링버젼)
노랑 - 시그니쳐 / 술잘빚는예쁜누나","치킨, 피자와 잘 어울린다."
탁주(고도),백수환동주,12%,"쌀, 정제수, 누룩",국내산 쌀과 직접디딘 누룩을 이용하여 빚은 탁주로 누룩으로는 쌀과 녹두가 들어간 백수환동곡이 사용되었다. 술을 빚을 당시 따로 물이 첨가되지 않아 다른 탁주 제품보다 걸쭉하며 단맛이 강하고 향이 많이 두드러지는 술이다. 백수환동주는 머리가 흰 늙은이가 도로 아이가 되는 술이라 하여 붙여진 이름이다.,"메로구이, 녹두전, 삼겹살과 페어링해여 즐기기 좋다."
탁주(고도),봇뜰 막걸리 10도,10%,"쌀, 정제수, 누룩, 밀 함유",국내산 쌀과 직접디딘 누룩(백곡-밀가루+쌀가루)과 물만을 이용하여 빚은 탁주이다. 두 번 빚은 이양주이며 약간의 산미와 함께 단맛이 특징은 술이다. 봇뜰의 탁주 중에서 가장 가볍게 즐길 수 있는 제품이다.,"똠냥꿍, 토마토 해물 스파게티와 잘 어울린다."
탁주(고도),북극곰 막걸리,6%,"정제수, 쌀(국내산_포항유기농쌀), 물엿, 효모, 국, 정제효소제, 아스파탐(합성감미료, 페닐알라닌함유), 아세설팜칼륨(합성감미료), 젖산(산도조절제), 밀 함유",POSCO 용광로에서 나오는 규소로 만든 규산질비료를 쓴 유기농쌀로 빚은 막걸리이다. 규산질비료 경작시 메탄가스가 현저히 줄어 북극곰 살리기에 이바지 한다는 의미로 북극곰탁주라 이름이 붙어졌다. 친환경 eco 프로젝트 막걸리로 병 자체도 재활용이 용이한 최우수등급을 받은 병만 사용한다. 또한 판매수익 일부를 북극곰살리기에 기부하고 있다.,"김치전, 해물 파전 등의 전 종류와 매우 잘 어울린다."
탁주(고도),아임프리6.0,6%,"정제수, 쌀(국내산, 경기미), 국(쌀누룩 국내산), 오미자, 효모","100% 쌀로 빚고 오미자로 맛과 향을 낸 프리미엄 막걸리이다. 밀 누룩이나 별도의 효소제가 첨가되지 않아 누구나 편하게 즐길 수 있는 프리미엄 탁주이다. 국내산 건오미자를 넣어 새콤달콤한 과실향이 특징으로 냉장보관하여 차갑게 마시면 더욱 좋다. 당화력이 높은 쌀 누룩으로 만들어 글루텐프리를 실현한 누구나 편하게 즐길 수 있는 막걸리이다. 100% 경기미만을 사용하여 오직 누룩과 물 이외에 합성감미료나 색소, 향료조차 들어가지 않은 무첨가 막거리이다.","츄러스, 자장면, 고르곤졸라 피자와 페어링하기 좋다."
탁주(고도),양조학당 뜰,12%,"멥쌀, 찹쌀, 백국, 효모, 솔잎, 쑥, 정제수","고문헌 향약집서방의 용호주 탁주 양조법을 그대로 재현하여 발효한 우리술이다. 화학 첨가물을 일체 사용하지 않고 양조학당에서 직접 선벼한 가장 좋은 국산 경기도 쌀과 누룩, 효모배양액, 쑥과 솔잎만을 사용하여 맛과 향을 낸다. 합성첨가물이 없어 지나치게 달지 않고 독하지 않아 간단한 안주와 함께 캌테일처럼 식전주로 마셔도 좋으며 한식 뿐만 아니라 탕, 조림, 육류 및 해산물 요리에 곁들여 마시면 더욱 다양한 맛을 느낄 수 있다. 심하게 흔들 경우 거품이 생겨 흘러 넘칠 수 있으므로 아래위로 두 번 정도만 천천히 흔들어 가라앉은 하얀 쌀입자를 섞어 마시면 된다.","도다리쑥국, 돼지김치찌게와 잘 어우러진다."
탁주(고도),일엽편주,12%,"찹쌀, 멥쌀(국내산), 누룩, 정제수, 밀 함유","일엽편주는 깨끗한 물, 깨끗한 공기, 깨끗한 쌀, 전통누룩 자체만으로 자연발효해 쌀 본연의 아름답고 깊은 향을 가진 살아있는 술이다. 온도와 습도 등 환경에 따라 어떤 날은 대범하게 열려있다가도 어떤 날에는 수줍게 닫혀있기도 한다. 정제나 여과 없이 시간을 두고 완성된 술이라는 점을 유념하여 그 다양한 맛과 향을 취흥으로 즐겨주시길 바란다. 일엽편주 탁주 꽃술은 아카시아꽃 향, 야생 꿀, 풋사과의 상큼함, 자몽의 쌉싸르함에 일엽편주 특유의 오묘한 향으로 마무리된다.","육전, 너비아니구이와 잘 어울린다."
탁주(고도),지란지교 무화과 탁주,12%,"찹쌀, 멥쌀(국내산), 전통누룩(국내산 밀), 정제수, 무화과청, 레드비트분말, 밀함유",100일 발표 90일 숙성으로 깊고 부드러운 맛과 순창에서 재배한 고품질 무화과와 햅찹쌀 100%를 사용해 무화과의 향긋함과 찹쌀의 달달한 맛이 특징이다.,"갈치조림, 고등어무조림, 무화과타르트"
