술 종류,술 이름,술 도수,술 재료,술 소개,술과 같이 먹는 음식
"약주, 청주",김포별주,13%,"쌀, 옥수수 전분, 국, 효모, 젖산, 효소제, 정제수","‘김포’란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다.* 즉 금처럼 값지고 맛있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포별주는 옅은 필수 아미노산을 다량 함유하고 있어 피로회복을 돕는 전통 약주이며 액당화 원료처리 공법으로 제조되어 맛의 깊이가 탁월한 제품이다. ‘김포별주’는 부드럽고 목 넘김과 단맛, 신맛, 감칠맛이 어우러져 입안에서 다양한 맛을 느낄 수 있는 제품이다. 쌀과 옥수수전분의 액당화처리공법으로 만들어 곡물 향보다는 은은한 과실 향이 난다. 주원료로 옥수수와 쌀의 사용되어 은근한 단맛을 느낄 수 있고 은은한 향취와 산뜻한 뒷맛이 일품이다. * ""김포""란 금을 파는 가게이고 ""별주""란 특별하게 빚은 술을 뜻한다.","맑고 투명한 황금빛의 색을 가지고 있으며, 고소한 옥수수에 달콤함이 섞여 은은한 향이 올라온다. 입에 넣으면 단맛이 입 전체를 꽉 채우지만 시간이 지나면서 바로 사라지고 산미가 자리를 잡아 입 안을 깔끔하게 만들어 준다. 목 넘김이 깔끔하고 입 안이 상쾌한 것이 특징이다. 주꾸미 볶음과 잘 어울린다."
"약주, 청주",김포약주,11%,"옥수수 전분, 밀, 국, 효모, 젖산, 효소제, 정제수","""김포""란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다. 즉 금처럼 값지고 맛 있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포약주는 옅은 황금빛을 보이고 있으며 거부할 수 없는 미묘한 단맛이 확실하게 느껴지는 모난 곳이 없는 친근한 맛을 자아낸다. 미묘한 신맛이 산미를 이끌고 달콤한 향이 은근하게 감돈다.","맑고 투명한 황금빛의 색을 가지고 있으며, 단맛과 신맛 등의 조화가 잘 갖춰 있어 어느 맛 하나 튀지 않는다. 약주류 중에서는 알코올 도수가 낮아(11%) 입 안의 풍미와 목 넘김이 가볍게 느껴진다. 마시고 난 후에도 여운이 길지 않아 누구나 편하게 즐길 수 있는 술이다. 닭백숙 등 양념되지 않은 고기류와 잘 어울린다."
"약주, 청주",김포예주 프리미엄,13%,"국내산 쌀, 국, 효모, 젖산, 정제수","""김포""란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다. 즉 금처럼 값지고 맛 있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포예주 프리미엄은 옅은 황금빛을 보이고 있으며 거부할 수 없는 미묘한 단맛이 확실하게 느껴지는 모난 곳이 없는 친근한 맛을 자아낸다.","연한 호박색의 약주로 은은한 고소함이 올라오며, 단맛과 쓴맛이 처음에 느껴지고 시간이 지나면서 알코올에 의한 자극이 입 안을 꽉 차게 만든다. 술을 마시고 난 후에 아주 긴 여운이 남는 것이 매력인 술이다. 불고기와 잘 어울린다."
"약주, 청주",삼양춘 생약주,15%,"강화섬쌀, 전통누룩, 정제수","삼양춘은 조선시대 고급술에 사용되던 양조 기법인 삼양주(세 번 빚는 술)에서 아이디어를 얻어서 실제로 세 번으로 나누어 빚는 삼양주 기법을 사용한 막걸리이다. 삼양춘은 서울·경기·인천 지역의 소수의 양반가에서만 빚어 마시던 삼양주(三釀酒)를 현대적 취향에 맞게 새로이 복원한 고급 발효주로서 과거 호남지방의 명주로 알려졌던 호산춘(壺山春)의 밑술 재료로 사용되었던 범벅(쌀가루에 뜨거운 물을 부어서 익힌 상태)과 서울·경기·인천 지역의 명주로 알려졌던 삼해주(三亥酒)의 세 번 빚는 기법이 융합된 형태의 술이다. 첫 맛은 은은하게 달콤하며 끝 맛은 쌉쌀함이 매력적인 술이다. 마실수록 자연스럽고 은은하게 퍼지는 단맛이 밑에 깔리고 그리고 조금 있으면 몸이 후끈 해지면서 마시기 편안한 술이다. 과하지 않은 단맛과 적당한 산미 구수한 감칠맛이 복합적으로 어우러지면서 탄탄하게 균형이 잡힌 生약주다. 과실향이 풍부하고 부드러운 목넘김으로 와인잔에 마시면 마치 아이스와인을 마시는 착각에 빠진다. 고소하고 담백한 해산물(꼬막, 소라숙회, 문어숙회, 생선회 등)과 만나면 환상의 찰떡궁합이다.",잘 익은 과실향이 올라오고 강하지 않은 단맛과 뒤에 천천히 올라오는 산미가 전체적인 술 맛의 조화를 이루고 있는 것이 특징이다. 뒤에 산미가 올라와 목 넘김과 술을 마시고 난 후의 느낌이 매우 깔끔하다. 양념 되지 않은 흰살 생선 찜과 잘 어울린다.
"약주, 청주",미인약주,15%,"찹쌀, 누룩, 정제수","""미인약주""는 국내산 찹쌀과 우리밀누룩으로 빚고 일체의 인공첨가물이 들어가지 않은 프리미엄 약주이다. 술이 품고 있는 각각의 맛이 튀지 않고 잘 어우러진 가운데 부드러운 산미가 개정을 드러내고 있는 술이다. 파주 민통선 내에서 직접 재배한 인삼을 활용하여 찐쌀의 풍미를 잡아 미인약주만의 독특한 맛을 만들어내고 있다.","맑은 황금색의 술로 잘 익은 과일향이 올라오는 것이 특징이며, 전체적으로 깔끔한 산미를 가지고 있다. 단맛이 적고 신맛이 많아 술은 매우 가볍고 목 넘김이 깔끔하다. 술을 마시고 난 후에도 잔여 맛이 남지 않아 산뜻한 느낌을 준다. 골뱅이나 홍어 무침 등 약간 산뜻한 맛이 있는 음식과 잘 어울린다."
"약주, 청주",아황주,17%,"찹쌀, 멥쌀, 누룩, 정제수","맑은 황금빛의 약주인 ‘아황주’는 고려시대 왕실에서 사시사철 빚어 음용하였기에 고려 왕실의 명주라 불렸던 술을 고문헌 수운잡방, 신사요록을 바탕으로 농촌진흥청의 ""우리술 복원 프로젝트""에서 복원된 전통주이다. 까마귀(鴉)가 노랗게(黃) 보일 정도로 노랗다는 뜻을 담고 있는 ""아황주""는 진하고 맑은 담황색 빛깔과 깊은 단맛을 내는 것이 특징이다.",새끼 오리의 깃털과 같이 노란 황금 빛깔의 술로 산뜻한 과실향이 올라온다. 술은 전체적으로 깔끔한 산미와 옅은 쓴맛이 중심이 되어 높은 알코올과 함께 섞여 있는 것이 특징이다. 밀 누룩을 이용해 술을 마시고 난 후에 느껴지는 쓴맛이 음식을 부르게 한다. 명란젓 등의 젓갈류와 잘 어울린다.
"약주, 청주",청진주,16%,"찹쌀, 누룩, 정제수","""청진주""는 경기도 가평의 청정지역에서 좋은 쌀과 물을 사용하여 100일 이상 저온에서 발효와 숙성을 통해 완성된 술이다. 인공첨가물 없이 전통누룩만을 사용하여 발효하여 향과 맛을 낸 술이다. 잡내가 없고 단맛이 적으며 깔끔한 목 넘김에 술을 마시고 나서도 입에 남는 잔향이 경쾌한 술이다,","맑은 황금빛을 가진 술로 과일, 곡물, 버섯 등의 독특한 향을 맡을 수 있는 것이 이 술의 특징이다. 어느 하나 맛이 튀지 않고 단맛과 신맛, 쓴맛의 조화가 잘 갖춰져 있고 술을 마시고 난 후에도 입 안이 산뜻하고 맨 뒤에 남는 연한 쓴맛이 음식과 잘 어울리게 만들어 준다. 새우 소금구이와 잘 어울린다."
"약주, 청주",밤꽃향기,13.5%,"국내산 쌀, 밤, 누룩, 정제수","""밤꽃향기""는 공주밤과 공주쌀을 저온발효하여 숙성한 후 여과한 맑은술 약주이다. 마개를 여신 후 술에서 풍기는 진한 밤 향기에 한번 놀라고 부드러운 목 넘김에 두 번 놀라고 입안 가득 밤향의 잔향으로 세번 놀라는 고급 웰빙주이다.","잘 익은 밤에서 느껴지는 특유의 고소한 밤향이 특징이다. 초콜릿을 녹여 놓은듯한 질감이 밤향과 잘 어우러진 맛이다. 구운 밤하고도 잘 어울리며, 지역의 유명 음식인 공주국밥하고도 좋은 매칭이다."
"약주, 청주",송이주,13%,"국내산 쌀, 송이농축액, 누룩, 정제수","""송이주""는 옛 문헌에서 버섯 중에 으뜸으로 동서양의 문헌에서 버섯 중에 최고로 꼽는 송이버섯으로 빚은 약주이다. 독특한 향과 맛으로 소비자들에게 많은 호응을 얻고 있는 제품으로 미국 캘리포니아 리버사이드 국제 와인대회에서 2년 연속 수상을 하며 세계인의 입맛도 사로잡았다. 옅은 황녹색의 빛깔을 띄며 청량한 향을 풍기고 입안에서는 부드럽게 머물다 걸림없이 넘어간다. 술을 마신 후 입안에 남는 잔향도 매력적인 술이다.",술 이름과는 다르게 신선한 레몬 등의 시트러스 향이 매우 강하게 올라오고 여기에 연하게 버섯향이 섞여있는 것이 특징이다. 전체적으로 산미가 중심을 잡고 미세하게 후추 맛이 섞여 있어 매우 독특하다. 술을 마시고 난 후에도 술이 무겁지 않고 가벼워 편하게 마실 수 있는 술이다. 소 등심 구이랑 잘 어울린다.
"약주, 청주",능이주,13%,"국내산 쌀, 능이농축액, 누룩, 정제수","""능이주""는 본초강목에 고기를 먹고 체했을 때 다려 먹으면 좋다는 약재로 알려진 능이버섯으로 빚은 약주이다. 독특한 향과 맛으로 소비자들에게 많은 호응을 얻고 있는 제품으로 미국 캘리포니아 리버사이드 국제 와인대회와 LA 국제와인대회에서 수상을 하며 세계인의 입맛도 사로잡았다. 고기나 기름진 음식을 먹을 때 차갑게 하여 마시면 좋은 궁합을 이룬다.",옅은 호박 색깔의 술로 신선한 무화가 향이 올라오는 것이 특징이다. 술 맛은 산뜻한 산미가 중심을 이루고 있어 술이 묵직하지 않고 가볍게 느껴진다. 목넘김은 깔끔하고 먹고 난 후에도 산뜻함이 남아있어 양념된 음식보다는 버섯을 살짝 구어 함께 마시는 것이 좋다.
"약주, 청주",니모메,11%,"백미, 누룩, 감귤 진피, 효모",니모메(NIMOME)는 제주 방언으로 너의 마음에라는 의미를 담고 있다. 니모메는 제주산 쌀과 귤피를 원료로 제조한다. 술의 발효과정에 제주감귤진피를 함께 넣어서 제주도 특유의 천연 향으로 상큼함이 더했다. 은은히 올라오는 감귤향에 뭉근히 올라오는 곡물 특유의 매력이 있다. 전체적으로 단맛이 도는 만큼 전통주 입문자에게도 충분히 도전할 만한 제품이다. 전체적으로 균형미가 좋으며 귤 향과 새콤함이 술의 특징을 만들어준다.,"칠리새우, 닭강정, 겨울의 방어회, 흑돼지 삼겹살 등 기름진 음식과 잘 어울린다."
"약주, 청주",청명주 750,17%,"찹쌀,누룩,소맥분","수백 년을 이어져 내려온 재래 전통비법으로 빚은 청명주는 그윽한 향기와 독특한 감칠맛이 그대로 살아 숨쉬는 술이다. 중원당 청명주는 100% 국내산 원료만을 사용하여 술을 빚으며 찹쌀과 누룩, 소맥분을 제외한 일체의 인공감미료나 첨가물을 넣지 않고 저온에서 오랜 기간 발효, 숙성한다. 17%의 알코올에 색과 향, 그리고 맛이 뛰어나다. 청명주는 수백 년을 이어져 내려온 전통비법으로 빚은 술로 그윽한 향기와 독특한 감칠맛이 살아 있고 충청북도 무형문화재 2호로 지정되어 있다. 청명주의 빚는 방법은 &quot;주방문&quot;, &quot;음식보&quot;, &quot;임원경제지&quot;, &quot;양주방&quot; 등에 술 빚는 법을 소개하고 있다. 이익은 &quot;성호사설&quot;에서 &quot;나는 평생 청명주를 가장 좋아하며 청명주의 양조 방법을 혹시나 잊어버릴까 두려워서 기록해 둔다&quot;고 적었으며, 이규경은 &quot;청명주변증설&quot;에서 &quot;청명주는 우리나라 금천 사람만이 만들 수 있으나 금천의 물이 아니면 이룰 수 없으며 다른 지방에서는 모방해도 이와 같이 않다&quot;며 청명주만의 매력을 소개하고 있다.","풍부한 과실향, 찹쌀 특유의 진득함과 단맛, 그리고 생약주 특유의 새콤함의 조화가 이뤄진 술이다. 청명주가 나오는 충주 탄금대는 남한강 나루터가 있는 곳으로 예로부터 민물 매운탕이 유명했던 곳이다. 따라서 쏘가리, 메기, 잡어 등 진득한 국물의 민물고기 매운탕이 잘 어울린다. 진득하고 새콤한 맛으로 수육 및 보쌈 등 비교적 담백한 고기류하고의 매칭도 좋다."
"약주, 청주",백련 맑은술,12%,"백미, 정제수, 물엿, 과당, 누룩, 백련잎, 누룩 등","발효된 막걸리 원주를 장기간 숙성시킨뒤 맑은 부분을 여과하여 막걸리에 비해 더 깊어진 백련잎의 은은한 향이 매력적인 백련 맑은술은 전통약주 본연의 맛을 그대로 살리기 위해 살균처리하지 않고 빚으며, 12%의 부담스럽지 않은 도수로 텁텁하지 않게 부드러운 목넘김이 매력적이다.",수박향이 나며 첫맛은 맑고 경쾌하다. 단맛과 신맛의 균형이 잘 갖춰져 있으며 고소한 뒷맛을 가지고 있다. 어묵요리와 잘 어울린다.
"약주, 청주",감사블루,14%,"쌀(국내산 경기미 100%), 누룩, 효모, 정제수","감사블루는 값진 인연에 감사와 사랑을 전한다는 뜻을 담아 만든 술샘의 &quot;감사&quot;를 살균한 약주입니다. 주정과 조미료를 쓰지 않고 오로지 멥쌀로만 빚어 깔끔하고 드라이합니다. 은은하게 올라오는 과실향과 익은 곡물 맛이 특징이며, 전체적으로 단맛과 신맛 등 오미의 균형이 잘 갖춰져 있고, 부드러운 목넘김을 가지고 있습니다.",
"약주, 청주",동몽,17%,"홍천 쌀, 정제수, 단호박, 국(밀 누룩)","동몽(同夢) 이라는 술은 말 그대로 같은 꿈, 즉 하나가 되는 것을 의미하는데 사람과 사람의 관계에서 소통을 이끌고 하나되어 연결하는 술의 특성을 살펴 만들어진 이름입니다. 동몽은 맑은술(청주)로써 홍천 찹쌀과 미니 단호박, 전통누룩을 원료로 하여 빚은 이양주(두번 빚은 술)이며, 찹쌀을 주 원료로 하여 감칠맛과 향이 뛰어나 묵직한 맛을 느낄 수 있는 술입니다.",두부전골
"약주, 청주",오메기 맑은술,16%,"좁쌀, 햅쌀, 정제수, 누룩",오메기 맑은술은 맛이 진하고 부드러우며 달콤한 맛과 천연의 과실향이 나는 최고급 약주이다. 제조사 제주술익는집은 4대째 이어온 전통방식으로 일체의 첨가물 없이 정성스런 손맛으로 술을 빚고 있다.,"고추 잡채, 갈비찜, 성게알 요리, 방어회, 참치회 등 해산물류와 좋다."
"약주, 청주",청양둔송구기주,16%,"쌀, 누룩, 구기자, 감초, 두충껍질",충남 청양의 둔송 구기주는 운곡면 광암리 하동 정씨 10대 종부인 임영순 명인의 손끝에서 빚어지는 명주입니다. 구기주란 명칭은 한약재인 구기자를 주원료로 사용한데서 비롯되는데 조선시대 실학자 홍만선의 ‘산림경제’와 서유구의 ‘임원경제지’에서도 구기주로 표현하고 있습니다. 둔송 구기주는 임명인까지 10대째 종가에서 빚는 가양주이자 지역 명주로 사랑받고 있습니다. 임명인은 58년 21세에 시집온 이후 51년 동안 구기주를 빚고 있습니다. 1996년 농림수산식품부의 식품명인 11호로 지정된데 이어 2000년 충남 무형문화재 30호로 선정됐습니다. 맑은 담황색의 빛을 가지고 있으며 익힌 식물향이 물씬 올라옵니다. 술을 입에 넣으면 바로 맛있고 독특한 단맛이 올라오는데 술이 오래 숙성됐을 때 나오는 캬라멜 맛과 같습니다. 신맛이 적어 술이 묵직하고 단맛의 여운이 길게 남습니다.,양념된 고기류
"약주, 청주",감사,14%,"쌀(국내산 경기미 100%), 누룩, 정제수",값진 인연에 감사와 사랑을 전한다는 뜻을 담아 만든 전통 청주입니다. 주정과 조미료를 쓰지 않고 오로지 멥쌀로만 빚어 깔끔하고 드라이합니다. 부드러운 단맛과 은은한 과실향의 산미가 여운을 남깁니다. 한결 더 정돈된 맛의 살균약주 ‘감사 블루’도 인기입니다.,"불고기,잡채"
"약주, 청주",사임주,16%,"국내산 찹쌀, 국내산 멥쌀",사임주는 국내산 찹쌀과 멥쌀을 누룩과 발효해 100일 이상의 발효와 숙성을 거쳐 만든 삼양주다. 누룩 함량이 높고 인공 감미료를 첨가하지 않아 본연의 맛을 느낄 수 있다.,한식과 궁합이 좋으며 숯불에 구은 갈비와 궁합이 좋다.
"약주, 청주",청명주,17%,국내산 쌀,충주시 창동 김해김씨 문중 문헌인향전록에 기록된 비법에 의해 전해져 내려오는 제조비법을 문중의 후손인 김영기옹께서 1986년 복원에 성공하여 오로지 찹쌀과 누룩만을 사용하는 전통방식의 전통주. 그윽한 향기와 독특한 감칠맛을 지니고 있다.,"생선전, 회, 초밥 등"
"약주, 청주",경주교동법주,16%,찹쌀(국내산),"350년 이상의 전통을 가진 찹쌀로 빚은 약조로 기능보유자가 직접 손수 빚는 중요무형문화재 술 이다. 모두 수작업으로 이루어지므로 생산되는 양이 적다. 경주교동법주는 찹쌀로 빚은 청주라 부르기도 하는데 청주는 예로부터 겨울 술이라 하여 교동법주 역시 여름에는 술을 빚지 않는다. 찹쌀 특유의 쌉싸름한 맛과 단맛, 신맛을 느낄 수 있으며 누룩 향과 본연의 독특한 향이 잘 어우러져 있다. 술에 어떠한 처리도 하지 않기 때문에 살아있는 술로 반드시 냉장보관 해야 하며 차게 해서 먹는 것이 훨씬 좋다.","북어포뿌리, 사연지, 쇠고기 육포 교동 최씨 고택에 전해지는 쇠고기육포, 북어포푸리, 사연지 등 우리전통안주와 함께 마시면 한결 운치가 있다. 사연지는 싸서 넣은 김치라는 뜻으로 큰 새우속살 등을 배춧잎으로 싼 것으로 담백하고 시원하며 북어포푸리는 북어포를 참기름에 버무린 것으로 교동법주와 궁합이 맞는 안주로 꼽힌다."
"약주, 청주",솔송주,13%,"백미(국내산) 90%, 솔잎·송순(국내산) 10%","하동 정씨집안에서 500년전부터 이어져온 전통약주로 청정지리산의 맑은 물을 바탕으로 우리 쌀과 솔잎, 송순을 발효시켜 빚어 강하거나 부담스럽지 않고, 은은한 솔향과 감칠맛이 특징이다.",돼지갈비구이 솔송주의 부드러운 맛과 함께 느낄 수 있는 솔향이 은은하게 풍기며 돼지갈비구이의 누린내를 없애주고 입안을 시원하게 해준다.
"약주, 청주",하향주,17%,찹쌀,"하향주는 국화, 찹쌀, 누룩, 비슬산의 맑은 물 등을 사용하여 빚어 술에서 연꽃향기가 난다고 하여 붙여진 이름으로 신라고찰 유가사에서 빚기 시작해 1000년을 이어내려 온 술이다. 직접 제조한 누룩으로 100일을 발효하여 깊고 부드러운 맛이 일품이며 은은한 연꽃향이 입안에 맴돈다.","부드러운 나물안주 나물은 담백하여 맛이 강하지 않고 순하고 부드러워, 하향주의 은은하고 기품 있는 연꽃향을 느낄 수 있어서 함께 하면 좋다."
"약주, 청주",성읍민속마을 오메기술,12%,"좁쌀, 누룩","제주도는 논이 귀한 섬으로 쌀 대신 좁쌀로 술을 만들었는데, 특히 오메기술이라는 탁주를 즐겨 만들어먹었다. 오메기술은 술을 빚기 위해 만드는 둥그런 오메기떡에서 이름이 비롯되었다. 오메기술은 현재 제주도 무형문화재 제3호로 지정되어 제주민속촌 오메기술공예방에서 생산하고 있는데 좁쌀은 일반 쌀보다 미네랄, 비타민, 식이섬유가 풍부하고 특히 철분이 10배이상 함유된 건강식품이다.","갈치조림, 흑돼지주물럭 오메기술은 느낌이 걸쭉하면서도 부드러워 안주 없이도 마실 수 있지만 제주특산물과 함께 즐기면 더욱 좋다. 제주산 갈치조림과 흑돼지주물럭의 매콤한 맛과 특히 잘 어울린다."
"약주, 청주",한산소곡주,18%,"찹쌀, 국내산 멥쌀","백제의 1500년 전통이 깃든 한산소곡주는 국내전통주 가운데 가장 오랜 역사를 자랑하는 술로 유구한 세월만큼이나 그 맛도 널리 정평이 나있다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍고추 등 웰빙원료의 오묘한 조화 속에 100일간 숙성을 통해 빚어지는 한산소곡주는 감미로운향과 특유의 감칠맛 때문에 ‘앉은 뱅이술’이란 이름으로도 널리 알려져 있다. 한산소곡주(18%)와 이 술을 증류시킨 불소곡주(43%), 신세대 감각에 맞춘 백제소곡주(13%)등 다양한 제품이 생산된다.","미나리전-미나리는 살짝데쳐무쳐먹거나,쌈으로많이먹는데,미나리전은쫄깃한맛에은은한미나리향을입안가득느낄수있으며,소곡주의부드러운맛이그대로전해져소곡주를편안하게즐길수있다."
"약주, 청주",보성 강하주,15%,국내산 찹쌀100%,보성 강하주는 1800년대부터 전해내려 온 회천면 율포지역의 황갈색 맑은 빛깔의 기품 넘치는 술로 100% 국내산 찹쌀로 빚었으며 향과 맛이 진하며 마실 때 목을 톡 쏘는 듯하며 뒷맛이 개운하다.,더덕구이  더덕은 특유의 향긋한 맛도 좋지만 피를 맑게 하는 효능도 있다. 매콤하고 달콤한 양념을 발라구운 더덕구이에 톡 쏘는 듯 부드러운 강하주가 뒷맛을 개운하게 한다.
"약주, 청주",김포약주(중복),11%,"소맥분, 옥전분","조선시대부터 김포지방의 유명한 술인 김포특주를 재현한술로서 70년대 최고의 약주로 인정받기시작하면서 약주하면 김포약주라는 말이 있을 정도로 약주의 대명사로 자리매김했다. 부드럽고 깊이 있는 목 넘김과 단맛, 신맛, 감칠맛 모두가 어우러진 넉넉한 맛이 느껴진다. 곡물의 향보다는 은은한 과일향이 느껴지며 달콤함이 도드라진다.",빈대떡 김포약주는 특유의 곡주발효향이 풍미를 더하는데 빈대떡의 약간 느끼한 맛도 감해주어 술맛이 더욱 살아난다.
"약주, 청주",자희향 국화주,15%,국내산 쌀,술의 향이 좋아 삼키기 아쉬웠다는 ‘석탄향’을 재현한 술로 ‘저절로 향기가 난다’는 뜻의 자희향국화주는 찹쌀을 주원료로 하여 100일간 옹기에 자연 발효시킨 약주이다. 전통누룩을 사용하여 이양주로 빚어낸 자희향은 단맛을 첨가하지 않고도 발효과정에서 생성되는 자연스러운 단맛과 향기를 자랑한다. 사케나 디저트와인을 대체할 수 있는 우리 술로서 각종행사에서 건배주로 사용되고 있다.,"해산물요리, 과일샐러드 신선한 각종 해산물요리는 자희향국화주의 향과 아주 잘 어울려져 해산물만의 쫄깃하고 깔끔한 맛을 더욱 돋구어주며 상큼한 과일샐러드와 디저트로 곁들여도 좋다."
"약주, 청주",김포예주,13%,"국내산 쌀, 옥전분","김포란 금을 파는 가게이고 예주란 맛있는 술을 말한다. 즉, 맛있는 술과 부를 함께 담아들인다는 의미이다. 김포예주는 옅은 황금빛을 보이고 있으며 거부할 수 없는 미묘한 단맛이 확실하게 느껴지며 모난 곳이 전혀 없는 친근한 맛이다. 감추어진 신맛이 훌륭한 악센트이며 특징이다. 목 넘김이 부드럽고 마시고 난 후에 속이 따뜻해진다. 원료처리 시 액화하는 과정에서 나오는 곡물 특유의 향(잘 익은 과일향)을 그대로 유지한 것이 특징이다.","숭어회, 회무침, 매운탕 동의보감에 “숭어는 성이 평하고 맛은 달며 독이 없다. 사람의 장를 열어먹은 것을 통하게 하고 오장을 이롭게 할 뿐만아니라 살도 찌개하는 건강식품 구실도 한다. 이 물고기는 진흙을 먹는 까닭에 백가지 약이 기피할 것이 없다”고 되어있다. 숭어는 김포지역이 유명하며 찬바람이 불기 시작하는 11월부터 이듬해 2월까지가 식감이 가장 좋다."
"약주, 청주",청세주,18%,국내산 쌀,,"제육볶음, 닭갈비구이 돼지고기와 마늘을 함께 먹으면 비타민B₁의 체내흡수율을 높인다고 하고, 닭고기는 다른 육류에 비해 단백질이 높고 소화가 잘되어서 술안주로 좋다. 한약재를 첨가해 한약향이 나는 청세주가 매콤달콤한 양념과 잘 어울린다."
"약주, 청주",노미,18%,"국내산 찹쌀, 국내산 쌀",노미는 친환경 찹쌀과 쌀을 이용하여 쌀제곡과 전통누룩을 원재료로 빚은 깊고 부드러운 맛의 전통약주이다. 옛 제조방법은 밀 누룩으로 발효제를 만들어 사용해오다가 현대제조기법인 우리 쌀로 발효제를 만들어 현대인의 입맛에 잘 맞으며 깔끔한 뒷맛은 물론 취기가 오래가지 않는 최고의 약주이다. 차게 해서 마시면 더욱 좋다.,육회 육회는 신선한 살코기를 사용하여 고기의 풍미를 즐길 수 있다. 부드럽고 감칠맛 나는 노미의 뒷맛이 육회의 맛을 한층더 살려준다.
"약주, 청주",해남진양주,16%,국내산 찹쌀(해남),진양주는 원래 조선시대 궁중에서 어주로 빚던 술로서 그 비법이 장흥임씨 집안에 전해지면서 대대로 해남전통민속주로 자리 잡게 되었다. 원료가 찹쌀인데다 보관도 어려워 서민들은 접하기 어려운 귀한 술이었다. 해남에서 생산한 친환경 무농약 찹쌀만을 사용하여 30일간 숙성을 통해 빚는 술로 찹쌀의 달콤하고 부드러운 맛과 은은한 향이 탁월하다.,"구절판 구절판은 색이 화려하면서도 갖가지재료를 사용한 음식으로 영양도 골고루 갖춘 우리나라 전통음식이며, 해남진양주의 달콤하고 부드러운 술맛을 한층 더 높여주는 음식이다."
"약주, 청주",대통주,11%,"국내산 쌀, 국내산 매실농축액, 국내산 대나무잎",대통주는 국내산 쌀로 빚은 원주에 대나무잎 추출물을 첨가하여 만든 술로 청아한 맛과 향이 일품이다. 또한 전통발효기법으로 40일간 숙성하여 빚은 완숙주로 깊은 맛이 있으며 새콤달콤한 풍미를 구현하기 위해 매실을 첨가하였다.,닭갈비구이 닭갈비양념으로 텁텁해진 입안을 대통주에 첨가된 매실의 새콤달콤함이 개운하게 해주면서 대통주의 아련한 깊은 술맛을 잘 느낄 수 있다.
"약주, 청주",황진이주,13%,"국내산 오미자, 국내산 산수유","지리산자락의 농가에서 전통적으로 빚어 마신 오미자함유약주를 발굴하여 전통비법을 최대한 계승하고 발전시켜 1998년산 오주를 제조 판매하였으며, 2006년 10월 맛과 주질을 향상시켜 황진이주로 브랜드화했다. 쌀과 누룩으로 발효한 구수한 맛의 술과 청정지역의 오미자와 산수유의 깊고 풍부한 맛, 그리고 환상의 붉은색이 멋들어지게 조화를 이룬 술이다. 알코올도수 13%의 낮은 도수로 남녀 모두에게 즐거움을 준다.","완자전, 생선전 황진이주의 부드럽고 상큼한 맛과 다채로운 과일향이 완자전과 생선전의 느끼함과 비린 맛을 잡아주어 좋다."
"약주, 청주",만품 산삼가득,13%,"국내산쌀(경기미), 국내 산양산삼","경기도 농업기술원과 대농바이오영농조합법인(우리산삼)이 공동 개발한 술로 그윽한 산삼의 향기와 산양산삼을 곱게 갈아 빚은 맛이 입안에 오랫동안 남는 깔끔한 맛의 약주로 산양산삼조사포닌성분이 1,000mg 함유되어 있어 건강에도 도움이 되는 건강주이다. 대농바이오는 경기도농업기술원의 ‘마이크로웨이브를 이용한 사포닌함량이 증강된 산양산삼의 제조방법’ 기술을 이전받아 사포닌성분을 증대시켜 막걸리, 약주, 리큐르 등의 산삼 건강주 생산에 주력하고 있다.","생선전 생선전에는 주로 흰살생선을 사용하는데, 붉은살생선에 비해 지방질의 함량이 낮아 담백한 맛을 보인다. 산삼가득주의 알싸한 맛이 생선전의 담백한 맛과 잘 어울린다."
"약주, 청주",민들레대포,13%,"쌀, 누룩, 민들레","민들레대포는 자연의 민들레와 생쌀로 빚은 부드러운 약주이다. 대포는 술 또는 술잔을 의미한다. 역사적으로 ‘크게 나누다’는 의미로 세종 때부터 사용되어 왔다고 하며 근대에는 약주, 소주, 막걸리 등 모든 주종을 통칭해 대포라 불렀다. 자연의 민들레꽃과 생쌀발효법으로 빚어 부드럽고 맛있는 술로 다음날 숙취가 거의 없다. 민들레는 포공초라 불리는데 그 성질이 치우침이 없고 맛은 달며 독이 없다고 전해져 예로부터 집에서 직접 빚는 술의 재료로 많이 쓰여 왔다. 민들레대포는 추억의 대포를 떠올리는 어르신들께는 포근함과 편안함으로, 젊은 세대에게는 신선하고 산뜻한 느낌으로 다가가 남녀노소 누구나 찾을 수 있는 제 3의 대중주로 자리매김하고자 하고 있다.","콩나물잡채 잡채에는 당면을 넣어서 하는 경우가 대부분인데, 당면대신 콩나물을 넣으면 고소하면서도 아삭하게 씹는 맛이 있는데다 간을 건강하게 해주는 효과가 있다. 건강을 생각해 만든 약주에 곁들이면 좋다."
